,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,,,بنگاه علی شاهی,02156546771,,,"تهران-مهدی آباد، جنب 22 بهمن
تهران, تهران",,تهران,,,,," تهران-مهدی آباد، جنب 22 بهمن",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056548356,,No,0,0,بنگاه علی شاهی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه فرج اللهی,02156547700,,,"تهران-شور آباد، خیابان واوان، 1500 متر داخل خیابان دست راست
تهران, تهران",,تهران,,,,," تهران-شور آباد، خیابان واوان، 1500 متر داخل خیابان دست راست",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056547706,,No,0,0,بنگاه فرج اللهی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه فرد باقری,02156546401,,,"قم-قم-آدرس : شوراباد، خیابان مهدی آباد، کوچه صداقت، انتهای صداقت،  پلا ک 90، بنگاه فرد باقری
قم, قم 1817143475",,قم,,,,," قم-قم-آدرس : شوراباد، خیابان مهدی آباد، کوچه صداقت، انتهای صداقت،  پلا ک 90، بنگاه فرد باقری",,,,,,,1817143475,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056546405,,No,0,0,بنگاه فرد باقری,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه کاشانی,02155189009,09123407724,,"تهران-خیابان فدائیان اسلام شمالی، بعد از بلوار ابریشم، نرسیده به پل کمربندی، کوچه مهرگان
تهران, تهران",,تهران,,,,," تهران-خیابان فدائیان اسلام شمالی، بعد از بلوار ابریشم، نرسیده به پل کمربندی، کوچه مهرگان",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بنگاه کاشانی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه کریم زاده,02156546266,,,"تهران-کیلومتر 20 جاده تهران - قم، شورآباد، خیابان شهید مدنی، خیابان 22 بهمن، نبش چهارراه اول، انبار آلکافیلترایران
تهران, تهران",,تهران,,,,," تهران-کیلومتر 20 جاده تهران - قم، شورآباد، خیابان شهید مدنی، خیابان 22 بهمن، نبش چهارراه اول، انبار آلکافیلترایران",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بنگاه کریم زاده,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه کمال,02166804610,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بنگاه کمال,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه ماهر,02156544514,,,"قم-قم-جاده قدیم قم، بعد از 60متری شور آباد، خیابان چهارم جنوبی
قم, قم",,قم,,,,," قم-قم-جاده قدیم قم، بعد از 60متری شور آباد، خیابان چهارم جنوبی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056543698,,No,02156544515,0,بنگاه ماهر,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه مجید 110,02156540628,,,"قم-قم-جاده قدیم قم، بعد از 60 متری شور آباد، خیابان شهید مدنی، بعد از میدان، دست راست
قم, قم",,قم,,,,," قم-قم-جاده قدیم قم، بعد از 60 متری شور آباد، خیابان شهید مدنی، بعد از میدان، دست راست",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056540631,,No,0,0,بنگاه مجید 110,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه محمود,0,,,"تهران-باقر شهر، شهر سنگ نبش خیابان سوم
تهران, تهران",,تهران,,,,," تهران-باقر شهر، شهر سنگ نبش خیابان سوم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بنگاه محمود,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه ممقانی ( عدل امید سابق),02156543705,09122134446,,"قم-قم-بر جاده قدیم قم، شور آباد، خیابان دوم شرقی، نبش چهارراه چهارم
قم, قم",,قم,,,,," قم-قم-بر جاده قدیم قم، شور آباد، خیابان دوم شرقی، نبش چهارراه چهارم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056543710,,No,02156541028,0,بنگاه ممقانی ( عدل امید سابق),, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه نخل,02156544288,09126008315,,"تهران-شورآباد - بعد از خیابان عبدل آباد و مهدی آباد- روبروی انبار سام 1 -  خیابان خلیج فارس
تهران, تهران 1818173686",,تهران,,,,, تهران-شورآباد - بعد از خیابان عبدل آباد و مهدی آباد- روبروی انبار سام 1 -  خیابان خلیج فارس,,,,,,,1818173686,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,شناسه بنگاه 1287831095,,021056544980,,No,0,0,بنگاه نخل,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه نصر گنجی زاده,02155003476,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021055009758,,No,02155003185,0,بنگاه نصر گنجی زاده,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه نوری,0216273581,09113220172,,شمال,,,,,,, شمال,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,01226271552,0,بنگاه نوری,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه والا,02156540821,,,"تهران-شور آباد، مهدی آباد، خیابان عبدل آباد، بنگاه والا
تهران, تهران",,تهران,,,,," تهران-شور آباد، مهدی آباد، خیابان عبدل آباد، بنگاه والا",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,بنگاه خصوصی,,021056540820,,No,0,0,بنگاه والا,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه همت,02156549215,,,"تهران-شصد(60) متری شور آباد، انتهای خیابان هفتم جنوبی
تهران, تهران",,تهران,,,,," تهران-شصد(60) متری شور آباد، انتهای خیابان هفتم جنوبی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021056549387,,No,0,0,بنگاه همت,, ,,,No,,,,,,,,,,,آقا,,0
,,,بنگاه یکتا,02156544463,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02156544461,0,بنگاه یکتا,, ,,,No,,,,,,,,,,,آقا,,0
,,,پارک سوار بیهقی,02188743416,,,"تهران-میدان آرژانتین، پارک سوار بیهقی
تهران, تهران",,تهران,,,,," تهران-میدان آرژانتین، پارک سوار بیهقی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088734649,,No,0,0,پارک سوار بیهقی,, ,,,No,,,,,,,,,,,آقا,,0
,,,پرشیا مهرو,02188481950,,,"یوسف آباد،خیابان ابن سینا،نبش کوچه 19/1،پلاک 14،طبقه اول،واحد 1  [ ]   تهران-ولیعصر، نرسیده به چهارراه طالقانی، کوچه رحیم زاده، بن بست فرهنگ، پلاک 4، طبقه 2
تهران, تهران",,تهران,,,,,"یوسف آباد،خیابان ابن سینا،نبش کوچه 19/1،پلاک 14،طبقه اول،واحد 1  [ ]   تهران-ولیعصر، نرسیده به چهارراه طالقانی، کوچه رحیم زاده، بن بست فرهنگ، پلاک 4، طبقه 2",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088708317,,No,0,0,پرشیا مهرو,, ,,,No,,,,,,,,,,,آقا,,0
,,,پرشین کارگو,02188522801,,,"تهران-سیدخندان، ابتدای سهروردی شمالی، خیابان حاج حسنی، پلاک 5، طبقه 5، واحد 19
تهران, تهران",,تهران,,,,," تهران-سیدخندان، ابتدای سهروردی شمالی، خیابان حاج حسنی، پلاک 5، طبقه 5، واحد 19",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,پرشین کارگو,, ,,,No,,,,,,,,,,,آقا,,0
,,,پست هوایی هما رسان,02186036213,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اشتراک907,,0,,No,02186036228,0,پست هوایی هما رسان,, ,,,No,,,,,,,,,,,آقا,,0
,,,ترمینال آرژانتین,02144632007,,,"تهران-میدان آرژانتین
تهران, تهران",,تهران,,,,, تهران-میدان آرژانتین,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,تبری ز-شیراز-رشت-اصفهان-ارومیه ,,021088506772,,No,02188534383,02188534385,ترمینال آرژانتین,, ,,,No,,,,,,,,,,,آقا,,02188543877
,,,ترمینال جنوب,02155185415,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,"یزد (تعاونی 1)-عسلویه (تعاونی 4) -کاشان (تعاونی 17) -اردبیل (تعاونی 14) -مشهد،تبریز،اصفهان (تعاونی 9) -شیراز،خوزستان،ماهشهر،بندرگناوه (تعاونی 10 - کرمان- ",,021055185313,,No,02155185312,02155185376,ترمینال جنوب,, ,,,No,,,,,,,,,,,آقا,,02155185501
,,,ترمینال کار اندیش,02177303967,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177301654,0,ترمینال کار اندیش,, ,,,No,,,,,,,,,,,آقا,,0
,,,ترمینان غرب-آزادی,02144632007,,,"تهران-میدان آزادی
تهران, تهران",,تهران,,,,, تهران-میدان آزادی,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,تعاونی 9,,0,,No,02144632022,02144634041,ترمینان غرب-آزادی,, ,,,No,,,,,,,,,,,آقا,,02144663954
,,,حمل و نقل راشک,02188673260,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188673261,0,حمل و نقل راشک,, ,,,No,,,,,,,,,,,آقا,,02188673259
,,,خلیل زاده,02166434218,09122790342,,"تهران-جمالزاده شمالی، نرسیده به بلوار کشاورز، مقابل شهرداری منطقه شش، پلاک 386، طبقه اول، شماره 2
تهران, تهران",,تهران,,,,," تهران-جمالزاده شمالی، نرسیده به بلوار کشاورز، مقابل شهرداری منطقه شش، پلاک 386، طبقه اول، شماره 2",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,فکس گمرک 66269896,,021066438942,,No,02166434219,0,خلیل زاده,, ,,,No,,,,,,,,,,,آقا,,0
,,,دریابار,02188764552,,,"تهران-بهشتی، نرسیده به چهارراه سهروردی، پلاک 81، طبقه اول
تهران, تهران",,تهران,,,,," تهران-بهشتی، نرسیده به چهارراه سهروردی، پلاک 81، طبقه اول",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188767359,0,دریابار,, ,,,No,,,,,,,,,,,آقا,,0
,,,رهنگار پارس,02188672824,,,"تهران-میدان آرژانتین، ساختمان مرکزی بنیاد، طبقه 5، هولدینگ حمل و نقل
تهران, تهران",,تهران,,,,," تهران-میدان آرژانتین، ساختمان مرکزی بنیاد، طبقه 5، هولدینگ حمل و نقل",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,هولدینگ حمل و نقل,,0,,No,0,0,رهنگار پارس,, ,,,No,,,,,,,,,,,آقا,,0
,,,ساحل بیکران آریا لند,02188773555,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188773666,0,ساحل بیکران آریا لند,, ,,,No,,,,,,,,,,,آقا,,0
,,,سواری استقلال,02144643050,,,"تهران-میدان آزادی، جلوی ترمینال غرب
تهران, تهران",,تهران,,,,," تهران-میدان آزادی، جلوی ترمینال غرب",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,سواری استقلال,, ,,,No,,,,,,,,,,,آقا,,0
,,,ایران اروپا,02188736357,,,"تهران-خیابان مفتح شمالی، پلاک 358، طبقه 6
تهران, تهران",,تهران,,,,," تهران-خیابان مفتح شمالی، پلاک 358، طبقه 6",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,00,,No,0,0,ایران اروپا,, ,,,No,,,,,,,,,,,آقا,,0
,,,بازرسی نسا,02122029123,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بازرسی نسا,, ,,,No,,,,,,,,,,,آقا,,0
,,,حمل و نقل جاده ابریشم,02166972193,,,"تهران-خیابان ولیعصر، بعد از تقاطع انقلاب، مجتمع تجاری اداری ابریشم، طبقه 7، واحد 6
تهران, تهران 1591613488",,تهران,,,,," تهران-خیابان ولیعصر، بعد از تقاطع انقلاب، مجتمع تجاری اداری ابریشم، طبقه 7، واحد 6",,,,,,,1591613488,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,حمل بین المللی,,021066972840,,No,02166972258,0,حمل و نقل جاده ابریشم,, ,,,No,,,,,,,,,,,آقا,,02166977220
,,,حمل و نقل خط آبی شرق,02188786892,,,"تهران-ولیعصر، بالاتر از میدان ونک، کوچه لیدا، ساختمان اداری لیدا، پلاک 53، طبقه دوم، واحد 5
تهران, تهران",,تهران,,,,," تهران-ولیعصر، بالاتر از میدان ونک، کوچه لیدا، ساختمان اداری لیدا، پلاک 53، طبقه دوم، واحد 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088783138,,No,02188786891,0,حمل و نقل خط آبی شرق,, ,,,No,,,,,,,,,,,آقا,,02188783137
,,,حمل و نقل دلتا,02188501162,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088750299,,No,02188501161,02188501162,حمل و نقل دلتا,, ,,,No,,,,,,,,,,,آقا,,02188501163
,,,حمل و نقل مسیران,02188300040,,,"تهران-خیابان طالقانی، بین مفتح و ملک الشعراء بهار، جنب بانک پارسیان، پلاک 149-ساختمان صدف، طبقه ششم
تهران, تهران",,تهران,,,,," تهران-خیابان طالقانی، بین مفتح و ملک الشعراء بهار، جنب بانک پارسیان، پلاک 149-ساختمان صدف، طبقه ششم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088307036,,No,02188811598,0,حمل و نقل مسیران,, ,,,No,,,,,,,,,,,آقا,,02188300039
,,,خدمات ساحلی ایران,02188643400,,,میدان آرژانتین - خیابان الوند - پلاک 71 - کد 15166,,,,,,,میدان آرژانتین - خیابان الوند - پلاک 71 - کد 15166,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,2302 خانم نوری قسمت تسویه 2328 خانم طاهری اعلامیه ورود 2309 تسویه خانم والاسوار 2326,,021088771153,,No,0,0,خدمات ساحلی ایران,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی آرین حمل خلیج فارس,02188845864,09128913633,,"تهران-خیابان یوسف آباد، نرسیده به میدان سلماس، خیابان فتحی شقاقی،نبش خیابان جهان مهر، پلاک 63، طبقه پنجم، واحد7
تهران, تهران",,تهران,,,,," تهران-خیابان یوسف آباد، نرسیده به میدان سلماس، خیابان فتحی شقاقی،نبش خیابان جهان مهر، پلاک 63، طبقه پنجم، واحد7",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,NILO@ARIANTRANS.COM,0,,No,02188003220,02188012738,کشتیرانی آرین حمل خلیج فارس,, ,,,No,,,,,,,,,,,آقا,,02188313527
,,,کشتیرانی توشه بار,02188501172,,,"تهران-قائم مقام فراهانی، خیابان دهم، پلاک 16، طبقه پنجم، واحد 17 و 18
تهران, تهران",,تهران,,,,," تهران-قائم مقام فراهانی، خیابان دهم، پلاک 16، طبقه پنجم، واحد 17 و 18",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088726971,,No,02188749284,0,کشتیرانی توشه بار,, ,,,No,,,,,,,,,,,آقا,,02188501171
,,,کشتیرانی جمهوری اسلامی,02123843208,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,خطهای تماس مستقیم هستند,,0,,No,02123843247,0,کشتیرانی جمهوری اسلامی,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی جنوب دریا,02188727255,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02183564407,0,کشتیرانی جنوب دریا,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی حفیظ دریا,02123842818,,,"میدان فرمانیه، برج آسمان",,,,,,," میدان فرمانیه، برج آسمان",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,برای گرفتن اعلام ورود : هوپاد دریا 84209149- 88307999,,0,,No,02123843014,0,کشتیرانی حفیظ دریا,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی دریای طلایی,02188745013,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188521800,0,کشتیرانی دریای طلایی,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی دورقی,02188348157,09124126065,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,088307453,,No,0,0,کشتیرانی دورقی,, ,,,No,,,,,,,,,,,آقا,,0
,,,کشتیرانی مسیر دریای آبی,02144002689,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02144002441,0,کشتیرانی مسیر دریای آبی,, ,,,No,,,,,,,,,,,آقا,,0
,,,هواپیمائی قطر,02122015218,,,,,,,,,, ,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02122015217,0,هواپیمائی قطر,, ,,,No,,,,,,,,,,,آقا,,0
,,,هویار  ترابر,02188171010,,,میدان آرژانتین - خیابان بیهقی - خیابان 14 شرقی - پلاک 15 - طبقه همکف,,,,,,,میدان آرژانتین - خیابان بیهقی - خیابان 14 شرقی - پلاک 15 - طبقه همکف,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088176791,,No,,0,هویار  ترابر,, ,,,No,,,,,,,,,,,آقا,,0
,-,,,02166346011,09121963112,,"تهران-خیابان منوچهری، بعد از لاله زار، روبروی پاساژ سینا، پلاک 189
تهران, تهران",,تهران,,,,," تهران-خیابان منوچهری، بعد از لاله زار، روبروی پاساژ سینا، پلاک 189",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم -,09121963112,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, -,09121963112,,No,,,,,,,,,,,آقا,,0
,-,,,02177364660,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم -,,No,,,,,,Business audience,Non-commercial audience,,,دفتر شهرک پارس,,0,,No,0,0,,, -,,,No,,,,,,,,,,,آقا,,0
,Abel Yang,,Dongyu,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,Abel,No,0,0,Dongyu,,Abel Yang,,,No,,,,,,,,,,,آقا,,0
,Joy Mukerji,,Haris AL Afaq ,097142719625,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,Joy,No,0972719285,0,Haris AL Afaq ,,Joy Mukerji,,,No,,,,,,,,,,,آقا,,0
,Tong Meng,,Shenjian,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,Tong,No,0,0,Shenjian,,Tong Meng,,,No,,,,,,,,,,,آقا,,0
,آب باریکی,,,0,09031276178,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آب باریکی,09031276178,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آب باریکی,09031276178,,No,,,,,,,,,,,آقا,,0
,آبتین,,,02122592393,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آبتین,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,02122592773,0,,, آبتین,,,No,,,,,,,,,,,آقا,,0
,آذردخت ناظری,,,0,,,"آدرس 1 : تهران، تهرانپارس، فلکه سوم، ساختمان پارسیان، طبقه سوم، واحد 9
1689955643",,,,,,,"آدرس 1 : تهران، تهرانپارس، فلکه سوم، ساختمان پارسیان، طبقه سوم، واحد 9",,,,,,,1689955643,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آذردخت ناظری,,No,,,,,,Business audience,Non-commercial audience,,,,,0,آذردخت,No,0,0,,,آذردخت ناظری,,,No,,,,,,,,,,,آقا,,0
,آذرفر,,,0,09357759463,,"تهران-خیابان شریعتی، بعد از پل سید خندان، خیابان سیمرغ شرقی، کوچه جهانگیری، پلاک 2، واحد 2
تهران, تهران",,تهران,,,,," تهران-خیابان شریعتی، بعد از پل سید خندان، خیابان سیمرغ شرقی، کوچه جهانگیری، پلاک 2، واحد 2",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آذرفر,09357759463,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آذرفر,09357759463,,No,,,,,,,,,,,آقا,,0
,آذری,,,0,09191031009,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آذری,09191031009,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آذری,09191031009,,No,,,,,,,,,,,آقا,,0
,آرزو -,,,0,09127616890,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آرزو  -,09127616890,No,,,,,,Business audience,Non-commercial audience,,,دوست شیما,,0,آرزو ,No,0,0,,,آرزو  -,09127616890,,No,,,,,,,,,,,آقا,,0
,آرش حمسی,,,0,09121403038,,"تهران-خیابان ولیعصر، بالاتر از پارک وی، بعد از رستوران لوکس طلایی، پلاک 2959، ساختمان بانک ملت، ساختمان شیرین، طبقه سوم، واحد 303
تهران, تهران",,تهران,,,,," تهران-خیابان ولیعصر، بالاتر از پارک وی، بعد از رستوران لوکس طلایی، پلاک 2959، ساختمان بانک ملت، ساختمان شیرین، طبقه سوم، واحد 303",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آرش حمسی,09121403038,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آرش حمسی,09121403038,,No,,,,,,,,,,,آقا,,0
,آرش عجمی,,,0,,,"آدرس 1(پستی) :  تهران، شهر ری، فدائیان اسلام، خیابان سرگرد محمدی، پلاک 440
1861614989",,,,,,,"آدرس 1(پستی) :  تهران، شهر ری، فدائیان اسلام، خیابان سرگرد محمدی، پلاک 440",,,,,,,1861614989,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آرش عجمی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,آرش,No,0,0,,,آرش عجمی,,,No,,,,,,,,,,,آقا,,0
,آرمین,,فاکتور ایلیا,02126406041,09122128191,,"تهران-خیابان شمس تبریزی شمالی، پلاک 14، طبقه دوم، واحد 7
تهران, تهران",,تهران,,,,," تهران-خیابان شمس تبریزی شمالی، پلاک 14، طبقه دوم، واحد 7",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,26406040,,021022902558,,No,02126405887,0,فاکتور ایلیا,, آرمین,,,No,,,,,,,,,,,آقا,,02126405880
,آری,,,0,09153106592,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آری,09153106592,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آری,09153106592,,No,,,,,,,,,,,آقا,,0
,آریا بهرامی,,,0,09395385468,,"آدرس 1 : تهران، صفا دشت ، روبروی مسجد بی بی سکینه ، خیابان سلیمان، روبروی مسجد پلاک 12",,,,,,,"آدرس 1 : تهران، صفا دشت ، روبروی مسجد بی بی سکینه ، خیابان سلیمان، روبروی مسجد پلاک 12",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آریا بهرامی,09395385468,No,,,,,,Business audience,Non-commercial audience,,,,,0,آریا,No,0,0,,,آریا بهرامی,09395385468,,No,,,,,,,,,,,آقا,,0
,آرین,,,05732660091,,,"خراسان رضوی-مشهد-
مشهد, خراسان رضوی",,مشهد,,,,, خراسان رضوی-مشهد-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آرین,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آرین,,,No,,,,,,,,,,,آقا,,0
,آزاد,,جاده سازان نامور پارس,07136341956,,,"معالی آباد ، روبروی بانک صادرات ، آپارتمان قصر 2 ، طبقه دوم ، واحد 5",,,,,,," معالی آباد ، روبروی بانک صادرات ، آپارتمان قصر 2 ، طبقه دوم ، واحد 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,071036341903,,No,0,0,جاده سازان نامور پارس,, آزاد,,,No,,,,,,,,,,,آقا,,0
